host_id,host_since,host_is_superhost,update,start_month,host_duration
8514132,2013-08-29,f,2019-05-31,8.0,2101.0
386263,2011-02-10,f,2019-05-31,2.0,3032.0
55433086,2016-01-20,f,2019-05-31,1.0,1227.0
55440418,2016-01-20,f,2019-05-31,1.0,1227.0
10711535,2013-12-19,f,2019-05-31,12.0,1989.0
7404805,2013-07-10,t,2019-05-31,7.0,2151.0
55284464,2016-01-19,t,2019-05-31,1.0,1228.0
36638083,2015-06-24,f,2019-05-31,6.0,1437.0
22899175,2014-10-23,f,2019-05-31,10.0,1681.0
9013446,2013-09-23,f,2019-05-31,9.0,2076.0
27903197,2015-02-17,f,2019-05-31,2.0,1564.0
3887277,2012-10-16,f,2019-05-31,10.0,2418.0
14209173,2014-04-12,f,2019-05-31,4.0,1875.0
55697755,2016-01-22,f,2019-05-31,1.0,1225.0
46559828,2015-10-14,t,2019-05-31,10.0,1325.0
12702263,2014-03-01,f,2019-05-31,3.0,1917.0
55798574,2016-01-23,f,2019-05-31,1.0,1224.0
5732418,2013-04-02,f,2019-05-31,4.0,2250.0
18117319,2014-07-14,t,2019-05-31,7.0,1782.0
4275107,2012-11-28,t,2019-05-31,11.0,2375.0
38404057,2015-07-13,f,2019-05-31,7.0,1418.0
1889984,2012-03-09,f,2019-05-31,3.0,2639.0
55896399,2016-01-24,f,2019-05-31,1.0,1223.0
4718408,2013-01-15,f,2019-05-31,1.0,2327.0
418429,2011-03-02,f,2019-05-31,3.0,3012.0
22681717,2014-10-18,t,2019-05-31,10.0,1686.0
9929543,2013-11-10,f,2019-05-31,11.0,2028.0
417459,2011-03-01,t,2019-05-31,3.0,3013.0
55955384,2016-01-24,t,2019-05-31,1.0,1223.0
56049691,2016-01-25,f,2019-05-31,1.0,1222.0
56053470,2016-01-25,t,2019-05-31,1.0,1222.0
56068362,2016-01-25,f,2019-05-31,1.0,1222.0
39663481,2015-07-27,t,2019-05-31,7.0,1404.0
39377836,2015-07-23,f,2019-05-31,7.0,1408.0
2335758,2012-05-10,f,2019-05-31,5.0,2577.0
31145479,2015-04-13,f,2019-05-31,4.0,1509.0
56136200,2016-01-25,f,2019-05-31,1.0,1222.0
2909602,2012-07-11,f,2019-05-31,7.0,2515.0
18259508,2014-07-17,t,2019-05-31,7.0,1779.0
1352849,2011-10-30,f,2019-05-31,10.0,2770.0
1689733,2012-02-02,f,2019-05-31,2.0,2675.0
56235113,2016-01-26,f,2019-05-31,1.0,1221.0
56249709,2016-01-26,t,2019-05-31,1.0,1221.0
3621294,2012-09-20,f,2019-05-31,9.0,2444.0
22135316,2014-10-04,t,2019-05-31,10.0,1700.0
56382712,2016-01-27,f,2019-05-31,1.0,1220.0
1488733,2011-12-09,f,2019-05-31,12.0,2730.0
9104957,2013-09-28,f,2019-05-31,9.0,2071.0
2279694,2012-05-03,f,2019-05-31,5.0,2584.0
9224873,2013-10-04,f,2019-05-31,10.0,2065.0
18262716,2014-07-17,f,2019-05-31,7.0,1779.0
56073845,2016-01-25,f,2019-05-31,1.0,1222.0
56481963,2016-01-28,f,2019-05-31,1.0,1219.0
539806,2011-04-27,t,2019-05-31,4.0,2956.0
56499420,2016-01-28,f,2019-05-31,1.0,1219.0
56527283,2016-01-28,t,2019-05-31,1.0,1219.0
56533216,2016-01-28,f,2019-05-31,1.0,1219.0
56535868,2016-01-28,f,2019-05-31,1.0,1219.0
1513674,2011-12-17,t,2019-05-31,12.0,2722.0
28048764,2015-02-20,t,2019-05-31,2.0,1561.0
55676662,2016-01-22,f,2019-05-31,1.0,1225.0
22660327,2014-10-17,f,2019-05-31,10.0,1687.0
17344059,2014-06-27,f,2019-05-31,6.0,1799.0
10019357,2013-11-14,f,2019-05-31,11.0,2024.0
3806823,2012-10-08,f,2019-05-31,10.0,2426.0
9013446,2013-09-23,f,2019-05-31,9.0,2076.0
56754307,2016-01-30,f,2019-05-31,1.0,1217.0
6880586,2015-05-23,f,2019-05-31,5.0,1469.0
56845619,2016-01-31,t,2019-05-31,1.0,1216.0
8208354,2013-08-16,t,2019-05-31,8.0,2114.0
56849948,2016-01-31,t,2019-05-31,1.0,1216.0
7342564,2013-07-07,f,2019-05-31,7.0,2154.0
19836266,2014-08-11,f,2019-05-31,8.0,1754.0
1821922,2012-02-27,f,2019-05-31,2.0,2650.0
18651055,2014-07-22,f,2019-05-31,7.0,1774.0
56960357,2016-02-01,f,2019-05-31,2.0,1215.0
26608157,2015-01-24,f,2019-05-31,1.0,1588.0
56983132,2016-02-01,f,2019-05-31,2.0,1215.0
56896716,2016-01-31,f,2019-05-31,1.0,1216.0
57003799,2016-02-01,f,2019-05-31,2.0,1215.0
27665204,2015-02-12,f,2019-05-31,2.0,1569.0
12160198,2014-02-11,f,2019-05-31,2.0,1935.0
12949572,2014-03-09,t,2019-05-31,3.0,1909.0
588319,2011-05-14,f,2019-05-31,5.0,2939.0
48200260,2015-11-04,f,2019-05-31,11.0,1304.0
28425308,2015-02-26,f,2019-05-31,2.0,1555.0
34611824,2015-05-30,f,2019-05-31,5.0,1462.0
37837680,2015-07-07,t,2019-05-31,7.0,1424.0
17333333,2014-06-27,t,2019-05-31,6.0,1799.0
57156016,2016-02-02,f,2019-05-31,2.0,1214.0
366720,2011-01-28,t,2019-05-31,1.0,3045.0
4183558,2012-11-18,f,2019-05-31,11.0,2385.0
57194944,2016-02-02,f,2019-05-31,2.0,1214.0
11885518,2014-02-02,f,2019-05-31,2.0,1944.0
39552720,2015-07-25,f,2019-05-31,7.0,1406.0
3584580,2012-09-16,f,2019-05-31,9.0,2448.0
426273,2011-03-06,f,2019-05-31,3.0,3008.0
3600282,2012-09-18,f,2019-05-31,9.0,2446.0
57332358,2016-02-03,f,2019-05-31,2.0,1213.0
6415315,2013-05-15,f,2019-05-31,5.0,2207.0
18843115,2014-07-24,f,2019-05-31,7.0,1772.0
57411360,2016-02-04,f,2019-05-31,2.0,1212.0
19929344,2014-08-12,t,2019-05-31,8.0,1753.0
57446340,2016-02-04,f,2019-05-31,2.0,1212.0
366720,2011-01-28,t,2019-05-31,1.0,3045.0
34549988,2015-05-29,f,2019-05-31,5.0,1463.0
366720,2011-01-28,t,2019-05-31,1.0,3045.0
57460628,2016-02-04,t,2019-05-31,2.0,1212.0
13079329,2014-03-12,f,2019-05-31,3.0,1906.0
57563834,2016-02-05,f,2019-05-31,2.0,1211.0
4947634,2013-02-03,f,2019-05-31,2.0,2308.0
16759740,2014-06-13,f,2019-05-31,6.0,1813.0
44964555,2015-09-23,f,2019-05-31,9.0,1346.0
29541236,2015-03-17,f,2019-05-31,3.0,1536.0
9373334,2016-02-06,f,2019-05-31,2.0,1210.0
57645242,2016-02-06,t,2019-05-31,2.0,1210.0
5429173,2013-03-12,f,2019-05-31,3.0,2271.0
57648538,2016-02-06,f,2019-05-31,2.0,1210.0
4450438,2012-12-20,t,2019-05-31,12.0,2353.0
57656956,2016-02-06,f,2019-05-31,2.0,1210.0
57662741,2016-02-06,f,2019-05-31,2.0,1210.0
36451568,2015-06-22,t,2019-05-31,6.0,1439.0
11965574,2014-02-05,f,2019-05-31,2.0,1941.0
57674114,2016-02-06,f,2019-05-31,2.0,1210.0
57688084,2016-02-06,f,2019-05-31,2.0,1210.0
4979807,2013-02-05,t,2019-05-31,2.0,2306.0
57729844,2016-02-07,f,2019-05-31,2.0,1209.0
6365929,2013-05-13,f,2019-05-31,5.0,2209.0
52551455,2015-12-28,f,2019-05-31,12.0,1250.0
57171134,2016-02-02,t,2019-05-31,2.0,1214.0
782830,2011-07-05,t,2019-05-31,7.0,2887.0
57799887,2016-02-07,f,2019-05-31,2.0,1209.0
19914010,2014-08-12,f,2019-05-31,8.0,1753.0
57885304,2016-02-08,f,2019-05-31,2.0,1208.0
48867940,2015-11-12,f,2019-05-31,11.0,1296.0
2574049,2012-06-07,f,2019-05-31,6.0,2549.0
57903036,2016-02-08,f,2019-05-31,2.0,1208.0
57909566,2016-02-08,t,2019-05-31,2.0,1208.0
52586932,2015-12-28,t,2019-05-31,12.0,1250.0
13841299,2014-04-03,f,2019-05-31,4.0,1884.0
2325690,2012-05-08,t,2019-05-31,5.0,2579.0
1794383,2012-02-22,t,2019-05-31,2.0,2655.0
50246570,2015-11-30,f,2019-05-31,11.0,1278.0
29063263,2015-03-09,f,2019-05-31,3.0,1544.0
29063263,2015-03-09,f,2019-05-31,3.0,1544.0
38968714,2015-07-19,f,2019-05-31,7.0,1412.0
16931790,2014-06-18,f,2019-05-31,6.0,1808.0
16425543,2015-05-27,f,2019-05-31,5.0,1465.0
29918941,2015-03-24,f,2019-05-31,3.0,1529.0
58021228,2016-02-09,f,2019-05-31,2.0,1207.0
337459,2011-01-06,f,2019-05-31,1.0,3067.0
51809476,2015-12-20,f,2019-05-31,12.0,1258.0
50331577,2015-12-01,f,2019-05-31,12.0,1277.0
9946901,2013-11-11,t,2019-05-31,11.0,2027.0
1195175,2011-09-22,f,2019-05-31,9.0,2808.0
58095186,2016-02-09,f,2019-05-31,2.0,1207.0
27169704,2015-02-03,f,2019-05-31,2.0,1578.0
58104709,2016-02-09,f,2019-05-31,2.0,1207.0
58108595,2016-02-09,f,2019-05-31,2.0,1207.0
57332358,2016-02-03,f,2019-05-31,2.0,1213.0
11152728,2014-01-09,f,2019-05-31,1.0,1968.0
58171526,2016-02-10,f,2019-05-31,2.0,1206.0
58199807,2016-02-10,f,2019-05-31,2.0,1206.0
58202283,2016-02-10,f,2019-05-31,2.0,1206.0
13836575,2014-04-02,f,2019-05-31,4.0,1885.0
791308,2011-07-07,f,2019-05-31,7.0,2885.0
791308,2011-07-07,f,2019-05-31,7.0,2885.0
58230241,2016-02-10,f,2019-05-31,2.0,1206.0
5284353,2013-03-02,f,2019-05-31,3.0,2281.0
1603324,2012-01-13,f,2019-05-31,1.0,2695.0
16852992,2014-06-16,f,2019-05-31,6.0,1810.0
58350294,2016-02-11,f,2019-05-31,2.0,1205.0
32592406,2015-05-04,f,2019-05-31,5.0,1488.0
56351020,2016-01-27,f,2019-05-31,1.0,1220.0
58365413,2016-02-11,t,2019-05-31,2.0,1205.0
11894491,2014-02-03,f,2019-05-31,2.0,1943.0
58386783,2016-02-11,t,2019-05-31,2.0,1205.0
11784413,2014-01-30,f,2019-05-31,1.0,1947.0
26389845,2015-01-20,f,2019-05-31,1.0,1592.0
26683428,2015-01-25,f,2019-05-31,1.0,1587.0
58474262,2016-02-12,f,2019-05-31,2.0,1204.0
58475050,2016-02-12,f,2019-05-31,2.0,1204.0
24516340,2014-12-05,f,2019-05-31,12.0,1638.0
58479162,2016-02-12,f,2019-05-31,2.0,1204.0
956485,2011-08-11,f,2019-05-31,8.0,2850.0
41673734,2015-08-16,f,2019-05-31,8.0,1384.0
20004520,2014-08-14,f,2019-05-31,8.0,1751.0
636807,2011-05-28,f,2019-05-31,5.0,2925.0
58525103,2016-02-12,f,2019-05-31,2.0,1204.0
1704374,2012-02-05,f,2019-05-31,2.0,2672.0
49009585,2015-11-14,t,2019-05-31,11.0,1294.0
58585165,2016-02-13,f,2019-05-31,2.0,1203.0
58589359,2016-02-13,t,2019-05-31,2.0,1203.0
5831098,2013-04-08,f,2019-05-31,4.0,2244.0
58634099,2016-02-13,f,2019-05-31,2.0,1203.0
28574528,2015-03-01,t,2019-05-31,3.0,1552.0
58648378,2016-02-13,f,2019-05-31,2.0,1203.0
13410816,2014-03-22,f,2019-05-31,3.0,1896.0
58186316,2016-02-10,f,2019-05-31,2.0,1206.0
2712170,2012-06-22,f,2019-05-31,6.0,2534.0
58739366,2016-02-14,f,2019-05-31,2.0,1202.0
29602356,2015-03-18,f,2019-05-31,3.0,1535.0
34611824,2015-05-30,f,2019-05-31,5.0,1462.0
33563603,2015-05-17,f,2019-05-31,5.0,1475.0
15897554,2014-05-23,f,2019-05-31,5.0,1834.0
58776805,2016-02-14,f,2019-05-31,2.0,1202.0
58095597,2016-02-09,f,2019-05-31,2.0,1207.0
19443745,2014-08-04,f,2019-05-31,8.0,1761.0
58872156,2016-02-15,f,2019-05-31,2.0,1201.0
58871402,2016-02-15,f,2019-05-31,2.0,1201.0
7138951,2013-06-26,t,2019-05-31,6.0,2165.0
26794931,2015-01-27,t,2019-05-31,1.0,1585.0
58931466,2016-02-15,f,2019-05-31,2.0,1201.0
9169608,2013-10-01,t,2019-05-31,10.0,2068.0
11345996,2014-01-15,f,2019-05-31,1.0,1962.0
31799372,2015-04-23,f,2019-05-31,4.0,1499.0
58992650,2016-02-16,f,2019-05-31,2.0,1200.0
5210072,2013-02-24,f,2019-05-31,2.0,2287.0
59004821,2016-02-16,f,2019-05-31,2.0,1200.0
34924363,2015-06-03,f,2019-05-31,6.0,1458.0
59043080,2016-02-16,t,2019-05-31,2.0,1200.0
44946029,2015-09-23,f,2019-05-31,9.0,1346.0
10761465,2013-12-22,f,2019-05-31,12.0,1986.0
52746810,2015-12-30,f,2019-05-31,12.0,1248.0
48344575,2015-11-06,f,2019-05-31,11.0,1302.0
43301105,2015-09-03,f,2019-05-31,9.0,1366.0
2044677,2012-03-31,f,2019-05-31,3.0,2617.0
59086855,2016-02-16,f,2019-05-31,2.0,1200.0
59089695,2016-02-16,f,2019-05-31,2.0,1200.0
59111874,2016-02-17,f,2019-05-31,2.0,1199.0
413922,2011-02-28,f,2019-05-31,2.0,3014.0
44999630,2015-09-24,f,2019-05-31,9.0,1345.0
41332670,2015-08-13,f,2019-05-31,8.0,1387.0
53432471,2016-01-05,f,2019-05-31,1.0,1242.0
2308662,2012-05-06,f,2019-05-31,5.0,2581.0
11528820,2014-01-22,f,2019-05-31,1.0,1955.0
59245577,2016-02-17,t,2019-05-31,2.0,1199.0
59245152,2016-02-17,f,2019-05-31,2.0,1199.0
10368010,2013-12-01,f,2019-05-31,12.0,2007.0
26269945,2015-01-17,f,2019-05-31,1.0,1595.0
1833254,2012-02-29,t,2019-05-31,2.0,2648.0
23072158,2014-10-28,t,2019-05-31,10.0,1676.0
6369409,2016-02-18,t,2019-05-31,2.0,1198.0
45235446,2015-09-27,f,2019-05-31,9.0,1342.0
13934610,2014-04-05,f,2019-05-31,4.0,1882.0
59349541,2016-02-18,f,2019-05-31,2.0,1198.0
1488733,2011-12-09,f,2019-05-31,12.0,2730.0
59365734,2016-02-18,f,2019-05-31,2.0,1198.0
31367208,2015-04-16,f,2019-05-31,4.0,1506.0
5961947,2013-04-16,f,2019-05-31,4.0,2236.0
59377303,2016-02-18,f,2019-05-31,2.0,1198.0
4213283,2012-11-21,t,2019-05-31,11.0,2382.0
55927501,2016-01-24,f,2019-05-31,1.0,1223.0
47862731,2015-10-31,t,2019-05-31,10.0,1308.0
59452947,2016-02-19,f,2019-05-31,2.0,1197.0
12800170,2014-03-04,f,2019-05-31,3.0,1914.0
23015320,2014-10-27,f,2019-05-31,10.0,1677.0
802654,2011-07-10,f,2019-05-31,7.0,2882.0
17436788,2014-06-30,t,2019-05-31,6.0,1796.0
15403953,2014-05-12,f,2019-05-31,5.0,1845.0
13107157,2014-03-13,f,2019-05-31,3.0,1905.0
44887644,2015-09-22,f,2019-05-31,9.0,1347.0
56917843,2016-01-31,f,2019-05-31,1.0,1216.0
5854631,2013-04-09,f,2019-05-31,4.0,2243.0
2559011,2012-06-05,f,2019-05-31,6.0,2551.0
26269945,2015-01-17,f,2019-05-31,1.0,1595.0
59646051,2016-02-20,f,2019-05-31,2.0,1196.0
59649264,2016-02-20,f,2019-05-31,2.0,1196.0
39283850,2015-07-22,f,2019-05-31,7.0,1409.0
59503394,2016-02-19,f,2019-05-31,2.0,1197.0
10931319,2013-12-31,f,2019-05-31,12.0,1977.0
30294505,2015-03-30,f,2019-05-31,3.0,1523.0
58893839,2016-02-15,f,2019-05-31,2.0,1201.0
14334696,2014-04-15,f,2019-05-31,4.0,1872.0
59805225,2016-02-21,f,2019-05-31,2.0,1195.0
12352285,2014-02-18,f,2019-05-31,2.0,1928.0
45762758,2015-10-04,t,2019-05-31,10.0,1335.0
59839524,2016-02-22,t,2019-05-31,2.0,1194.0
59896863,2016-02-22,f,2019-05-31,2.0,1194.0
7835438,2013-07-30,f,2019-05-31,7.0,2131.0
28790288,2015-03-05,f,2019-05-31,3.0,1548.0
21192066,2014-09-10,f,2019-05-31,9.0,1724.0
969988,2011-08-14,f,2019-05-31,8.0,2847.0
21083462,2014-09-08,f,2019-05-31,9.0,1726.0
59921010,2016-02-22,f,2019-05-31,2.0,1194.0
59923338,2016-02-22,f,2019-05-31,2.0,1194.0
59936159,2016-02-22,f,2019-05-31,2.0,1194.0
56066386,2016-01-25,f,2019-05-31,1.0,1222.0
24269490,2014-11-28,f,2019-05-31,11.0,1645.0
59950268,2016-02-22,f,2019-05-31,2.0,1194.0
59959249,2016-02-22,f,2019-05-31,2.0,1194.0
2427880,2012-05-21,f,2019-05-31,5.0,2566.0
44118034,2015-09-13,f,2019-05-31,9.0,1356.0
21336770,2014-09-14,f,2019-05-31,9.0,1720.0
33400549,2015-05-14,f,2019-05-31,5.0,1478.0
55682742,2016-01-22,f,2019-05-31,1.0,1225.0
22781129,2014-10-20,f,2019-05-31,10.0,1684.0
11739563,2016-02-23,f,2019-05-31,2.0,1193.0
59999983,2016-02-23,f,2019-05-31,2.0,1193.0
60013204,2016-02-23,t,2019-05-31,2.0,1193.0
15300240,2014-05-09,f,2019-05-31,5.0,1848.0
60062523,2016-02-23,f,2019-05-31,2.0,1193.0
11334028,2016-02-23,f,2019-05-31,2.0,1193.0
29899144,2015-03-24,f,2019-05-31,3.0,1529.0
23633582,2014-11-11,t,2019-05-31,11.0,1662.0
60104605,2016-02-23,f,2019-05-31,2.0,1193.0
2574049,2012-06-07,f,2019-05-31,6.0,2549.0
60112823,2016-02-23,t,2019-05-31,2.0,1193.0
60115389,2016-02-23,f,2019-05-31,2.0,1193.0
1491322,2011-12-10,f,2019-05-31,12.0,2729.0
19865556,2014-08-11,f,2019-05-31,8.0,1754.0
35085940,2015-06-05,f,2019-05-31,6.0,1456.0
32535697,2015-05-03,t,2019-05-31,5.0,1489.0
2315843,2012-05-07,t,2019-05-31,5.0,2580.0
60210020,2016-02-24,f,2019-05-31,2.0,1192.0
60211981,2016-02-24,f,2019-05-31,2.0,1192.0
5240157,2013-02-26,f,2019-05-31,2.0,2285.0
60235620,2016-02-24,f,2019-05-31,2.0,1192.0
60219605,2016-02-24,f,2019-05-31,2.0,1192.0
60240767,2016-02-24,f,2019-05-31,2.0,1192.0
5564667,2013-03-21,f,2019-05-31,3.0,2262.0
60257763,2016-02-24,f,2019-05-31,2.0,1192.0
31720074,2015-04-22,f,2019-05-31,4.0,1500.0
44362649,2015-09-16,f,2019-05-31,9.0,1353.0
60265516,2016-02-24,f,2019-05-31,2.0,1192.0
25281351,2014-12-27,f,2019-05-31,12.0,1616.0
60292562,2016-02-24,f,2019-05-31,2.0,1192.0
60299579,2016-02-25,f,2019-05-31,2.0,1191.0
9128538,2013-09-29,t,2019-05-31,9.0,2070.0
5993036,2013-04-19,f,2019-05-31,4.0,2233.0
6484493,2013-05-20,f,2019-05-31,5.0,2202.0
362761,2011-01-26,f,2019-05-31,1.0,3047.0
60369614,2016-02-25,f,2019-05-31,2.0,1191.0
17454664,2014-06-30,t,2019-05-31,6.0,1796.0
28076452,2015-02-21,f,2019-05-31,2.0,1560.0
60402827,2016-02-25,f,2019-05-31,2.0,1191.0
22587402,2014-10-15,f,2019-05-31,10.0,1689.0
16243944,2014-06-01,f,2019-05-31,6.0,1825.0
60376839,2016-02-25,f,2019-05-31,2.0,1191.0
9368547,2013-10-11,f,2019-05-31,10.0,2058.0
4856304,2013-01-26,f,2019-05-31,1.0,2316.0
6164267,2013-04-30,f,2019-05-31,4.0,2222.0
5448117,2013-03-13,f,2019-05-31,3.0,2270.0
60511323,2016-02-26,f,2019-05-31,2.0,1190.0
31148752,2015-04-13,f,2019-05-31,4.0,1509.0
6601642,2013-05-27,f,2019-05-31,5.0,2195.0
60517754,2016-02-26,f,2019-05-31,2.0,1190.0
60532572,2016-02-26,f,2019-05-31,2.0,1190.0
33684293,2015-05-18,f,2019-05-31,5.0,1474.0
60543012,2016-02-26,f,2019-05-31,2.0,1190.0
9268885,2013-10-06,t,2019-05-31,10.0,2063.0
5765839,2013-04-04,f,2019-05-31,4.0,2248.0
60639530,2016-02-27,f,2019-05-31,2.0,1189.0
60653256,2016-02-27,f,2019-05-31,2.0,1189.0
13283553,2014-03-18,t,2019-05-31,3.0,1900.0
7097472,2013-06-24,f,2019-05-31,6.0,2167.0
5216397,2013-02-24,f,2019-05-31,2.0,2287.0
60687947,2016-02-27,t,2019-05-31,2.0,1189.0
34442751,2015-05-28,f,2019-05-31,5.0,1464.0
60752405,2016-02-28,f,2019-05-31,2.0,1188.0
57528373,2016-02-05,f,2019-05-31,2.0,1211.0
59895465,2016-02-22,f,2019-05-31,2.0,1194.0
60775200,2016-02-28,f,2019-05-31,2.0,1188.0
43263982,2015-09-03,f,2019-05-31,9.0,1366.0
60778342,2016-02-28,f,2019-05-31,2.0,1188.0
60778342,2016-02-28,f,2019-05-31,2.0,1188.0
59894416,2016-02-22,t,2019-05-31,2.0,1194.0
2038568,2012-03-30,f,2019-05-31,3.0,2618.0
60814153,2016-02-28,f,2019-05-31,2.0,1188.0
46218652,2015-10-10,f,2019-05-31,10.0,1329.0
18988973,2014-07-27,f,2019-05-31,7.0,1769.0
1693053,2012-02-03,f,2019-05-31,2.0,2674.0
12033483,2014-02-07,f,2019-05-31,2.0,1939.0
60848269,2016-02-29,f,2019-05-31,2.0,1187.0
22215558,2014-10-06,f,2019-05-31,10.0,1698.0
31814673,2015-04-23,f,2019-05-31,4.0,1499.0
39982620,2015-07-30,f,2019-05-31,7.0,1401.0
60947359,2016-02-29,f,2019-05-31,2.0,1187.0
60951653,2016-02-29,f,2019-05-31,2.0,1187.0
12811413,2014-03-04,t,2019-05-31,3.0,1914.0
5766765,2013-04-04,f,2019-05-31,4.0,2248.0
60961173,2016-02-29,t,2019-05-31,2.0,1187.0
55148310,2016-01-18,f,2019-05-31,1.0,1229.0
10193979,2013-11-22,f,2019-05-31,11.0,2016.0
22234571,2014-10-07,f,2019-05-31,10.0,1697.0
60998523,2016-02-29,f,2019-05-31,2.0,1187.0
11710972,2014-01-27,t,2019-05-31,1.0,1950.0
61009385,2016-02-29,f,2019-05-31,2.0,1187.0
61011394,2016-02-29,f,2019-05-31,2.0,1187.0
24033236,2014-11-22,f,2019-05-31,11.0,1651.0
61018803,2016-02-29,f,2019-05-31,2.0,1187.0
34198754,2015-05-25,f,2019-05-31,5.0,1467.0
3298203,2012-08-18,f,2019-05-31,8.0,2477.0
54051129,2016-01-10,f,2019-05-31,1.0,1237.0
60925485,2016-02-29,t,2019-05-31,2.0,1187.0
60544604,2016-02-26,f,2019-05-31,2.0,1190.0
25434749,2014-12-31,f,2019-05-31,12.0,1612.0
61138321,2016-03-01,f,2019-05-31,3.0,1186.0
30215649,2015-03-29,f,2019-05-31,3.0,1524.0
61151868,2016-03-01,f,2019-05-31,3.0,1186.0
57565884,2016-02-05,f,2019-05-31,2.0,1211.0
57565884,2016-02-05,f,2019-05-31,2.0,1211.0
600018,2011-05-18,t,2019-05-31,5.0,2935.0
420085,2011-03-03,f,2019-05-31,3.0,3011.0
61234909,2016-03-02,f,2019-05-31,3.0,1185.0
7177029,2013-06-29,f,2019-05-31,6.0,2162.0
50671207,2015-12-06,t,2019-05-31,12.0,1272.0
61248981,2016-03-02,f,2019-05-31,3.0,1185.0
15475211,2014-05-13,f,2019-05-31,5.0,1844.0
61256040,2016-03-02,f,2019-05-31,3.0,1185.0
61261972,2016-03-02,t,2019-05-31,3.0,1185.0
25773254,2015-01-07,f,2019-05-31,1.0,1605.0
60961516,2016-02-29,f,2019-05-31,2.0,1187.0
26356604,2015-01-19,f,2019-05-31,1.0,1593.0
15884689,2014-05-23,f,2019-05-31,5.0,1834.0
3221544,2012-08-10,f,2019-05-31,8.0,2485.0
18129426,2014-07-15,f,2019-05-31,7.0,1781.0
61294042,2016-03-02,f,2019-05-31,3.0,1185.0
60126667,2016-02-23,t,2019-05-31,2.0,1193.0
60289088,2016-02-24,f,2019-05-31,2.0,1192.0
1710302,2012-02-06,f,2019-05-31,2.0,2671.0
1685078,2012-02-01,f,2019-05-31,2.0,2676.0
25118695,2014-12-23,f,2019-05-31,12.0,1620.0
60895049,2016-02-29,t,2019-05-31,2.0,1187.0
58054957,2016-02-09,f,2019-05-31,2.0,1207.0
61352125,2016-03-03,f,2019-05-31,3.0,1184.0
17926381,2016-01-11,f,2019-05-31,1.0,1236.0
61396508,2016-03-03,f,2019-05-31,3.0,1184.0
61396304,2016-03-03,f,2019-05-31,3.0,1184.0
61396304,2016-03-03,f,2019-05-31,3.0,1184.0
1845635,2012-03-02,t,2019-05-31,3.0,2646.0
5332273,2013-03-05,f,2019-05-31,3.0,2278.0
61413784,2016-03-03,f,2019-05-31,3.0,1184.0
61437535,2016-03-03,f,2019-05-31,3.0,1184.0
61444064,2016-03-03,f,2019-05-31,3.0,1184.0
61446169,2016-03-03,f,2019-05-31,3.0,1184.0
14950540,2016-03-03,t,2019-05-31,3.0,1184.0
61451868,2016-03-03,f,2019-05-31,3.0,1184.0
44959890,2015-09-23,f,2019-05-31,9.0,1346.0
1745138,2016-03-03,f,2019-05-31,3.0,1184.0
29125609,2015-03-10,f,2019-05-31,3.0,1543.0
5651045,2013-03-27,f,2019-05-31,3.0,2256.0
1704374,2012-02-05,f,2019-05-31,2.0,2672.0
61413784,2016-03-03,f,2019-05-31,3.0,1184.0
26766084,2015-01-26,t,2019-05-31,1.0,1586.0
61529033,2016-03-04,f,2019-05-31,3.0,1183.0
1252700,2011-10-05,f,2019-05-31,10.0,2795.0
425821,2011-03-06,t,2019-05-31,3.0,3008.0
51371317,2015-12-14,f,2019-05-31,12.0,1264.0
61550181,2016-03-04,f,2019-05-31,3.0,1183.0
17280993,2014-06-26,f,2019-05-31,6.0,1800.0
61552413,2016-03-04,f,2019-05-31,3.0,1183.0
11770384,2014-01-29,f,2019-05-31,1.0,1948.0
61558880,2016-03-04,f,2019-05-31,3.0,1183.0
14003195,2014-04-07,t,2019-05-31,4.0,1880.0
57449603,2016-02-04,f,2019-05-31,2.0,1212.0
61570669,2016-03-04,f,2019-05-31,3.0,1183.0
42949975,2015-08-30,f,2019-05-31,8.0,1370.0
61634764,2016-03-05,t,2019-05-31,3.0,1182.0
18106038,2014-07-14,f,2019-05-31,7.0,1782.0
480070,2011-04-02,f,2019-05-31,4.0,2981.0
13522110,2014-03-25,f,2019-05-31,3.0,1893.0
13275832,2014-03-18,f,2019-05-31,3.0,1900.0
61675973,2016-03-05,f,2019-05-31,3.0,1182.0
61550738,2016-03-04,f,2019-05-31,3.0,1183.0
51809476,2015-12-20,f,2019-05-31,12.0,1258.0
61702435,2016-03-05,f,2019-05-31,3.0,1182.0
16135281,2014-05-29,f,2019-05-31,5.0,1828.0
61769403,2016-03-06,f,2019-05-31,3.0,1181.0
61773205,2016-03-06,f,2019-05-31,3.0,1181.0
17330942,2014-06-27,f,2019-05-31,6.0,1799.0
61813031,2016-03-06,f,2019-05-31,3.0,1181.0
18798811,2014-07-24,f,2019-05-31,7.0,1772.0
41187275,2015-08-11,f,2019-05-31,8.0,1389.0
61849256,2016-03-06,f,2019-05-31,3.0,1181.0
61857079,2016-03-06,f,2019-05-31,3.0,1181.0
4587817,2013-01-04,f,2019-05-31,1.0,2338.0
18259508,2014-07-17,t,2019-05-31,7.0,1779.0
26802282,2015-01-27,f,2019-05-31,1.0,1585.0
8463836,2013-08-27,f,2019-05-31,8.0,2103.0
61885645,2016-03-07,f,2019-05-31,3.0,1180.0
61890252,2016-03-07,f,2019-05-31,3.0,1180.0
